"transcript" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "species" "geneID" "uniprot_accession" "protein.names" "GO.IDs" "GOterm.BP"
"MT_Pool_HQ_transcript/110433" 122.47041791997 1.71353786241598 0.461492119978299 7.51229913508302e-06 0.00426197770930377 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/175050" 202.78520347077 -0.24238616260335 0.266085388963215 3.00641395491587e-06 0.00219296423625721 "BOVIN" "EHF" "Q32LN0" "ETS homologous factor (ETS domain-containing transcription factor)" "GO:0000981; GO:0005634; GO:0006357; GO:0043565" "regulation of transcription by RNA polymerase II [GO:0006357]"
"MT_Pool_HQ_transcript/232369" 66.2561927028251 -0.080017028624644 0.275134904779123 3.45752715893213e-05 0.0110338335459422 "DROME" "HMG2" "Q24537" "High mobility group protein DSP1 (Protein dorsal switch 1)" "GO:0000122; GO:0003677; GO:0003697; GO:0005634; GO:0005654; GO:0005700; GO:0006268; GO:0006338; GO:0006357; GO:0007379; GO:0008301; GO:0008348; GO:0017025; GO:0017055; GO:0032502; GO:0035218; GO:0043388; GO:0045892; GO:0140297" "chromatin remodeling [GO:0006338]; developmental process [GO:0032502]; DNA unwinding involved in DNA replication [GO:0006268]; leg disc development [GO:0035218]; negative regulation of antimicrobial humoral response [GO:0008348]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0017055]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA binding [GO:0043388]; regulation of transcription by RNA polymerase II [GO:0006357]; segment specification [GO:0007379]"
"MT_Pool_HQ_transcript/233054" 57.0276274720946 0.796208140012053 0.0938693229411783 0.00022783050715384 0.0465321027811003 "PARLI" "TBB" "P11833" "Tubulin beta chain (Beta-tubulin)" "GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0046872" "microtubule-based process [GO:0007017]"
"MT_Pool_HQ_transcript/243877" 43.8661322686968 3.36182678845408 1.01918455395798 2.83200033180589e-05 0.00964012912946726 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/307513" 211.573982578315 0.00747857742021744 0.0856401080356576 1.74009339673263e-05 0.00683455144901292 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/329362" 33.8082552791086 -1.40095515215673 0.299816886004659 1.26328662815028e-07 0.000215011384111177 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/368643" 42.3489395967663 0.92121139168031 0.327607019599359 0.000166373958395892 0.0369350187638881 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/371555" 196.282694291012 4.45191735323426 1.33339852842054 2.13639958741171e-05 0.00779175449523158 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/371698" 33.0995980991152 -0.0115561864793173 0.0863329112699485 1.17986288089892e-05 0.00547670897260901 NA NA NA NA NA NA
