"transcript" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "species" "geneID" "uniprot_accession" "protein.names" "GO.IDs" "GOterm.BP"
"MT_Pool_HQ_transcript/118825" 85.38264328516 3.41663867831918 0.00144269594943854 2.88225327761037e-05 0.0150389571018425 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/200613" 204.977837441093 -0.381345909642279 1.0901556537352 4.34146932488113e-07 0.00101937699748209 "MIMIV" "COLL2" "Q5UQ13" "Collagen-like protein 2" "GO:0044423" ""
"MT_Pool_HQ_transcript/225694" 38.1976454780073 1.07489128224839e-06 0.00144269185982541 4.10925814112929e-05 0.0175427965734028 "PIG" "ZAN" "Q28983" "Zonadhesin" "GO:0005615; GO:0005886; GO:0007155; GO:0007339; GO:0031012; GO:0050840" "binding of sperm to zona pellucida [GO:0007339]; cell adhesion [GO:0007155]"
"MT_Pool_HQ_transcript/242855" 213.132931153581 1.86509226075801e-06 0.00144269491950355 8.31187643054471e-06 0.00715812509753094 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/267255" 47.0678704118342 -1.25983913308866e-06 0.00144269390481747 3.85177289261155e-05 0.0175427965734028 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/297451" 55.8782355176591 -2.56290212325971 0.866632208554737 6.45198280344174e-05 0.025248759370802 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/308150" 73.9063837928954 -3.23485874402702 0.828480805018357 3.09781391918656e-06 0.00363683354112502 "CAEEL" "EF1A" "P53013" "Elongation factor 1-alpha (EF-1-alpha)" "GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0006412; GO:0006414; GO:0008135" "translation [GO:0006412]; translational elongation [GO:0006414]"
"MT_Pool_HQ_transcript/314037" 139.484973369366 -5.30954343415847e-06 0.00144269849211739 9.14581571234788e-06 0.00715812509753094 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/339502" 65.1719734783792 6.81754808989674e-07 0.00144269406932892 0.000142060076711117 0.0476510085882434 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/343433" 68.5264416243958 -3.06423446579454e-06 0.00144269638747432 1.62177121133363e-05 0.0108797680120325 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/350329" 41.9311844349284 2.08814551293009e-08 0.00144269263041036 8.97983178979528e-05 0.0324379154499066 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/374729" 1076.46101358458 -0.57632447881437 1.01318106025783 2.83368837014346e-09 1.33070005861937e-05 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/397105" 162.702048750847 4.10159419648687 0.00144269342943663 1.86836391187253e-05 0.0109672961626918 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/402015" 322.993737335766 4.5027266933717e-07 0.00144269380971285 2.83889793097142e-06 0.00363683354112502 NA NA NA NA NA NA
