"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134714763|LOC134714763" 9.55318240331448 0.118559538753912 0.286112874997502 0.350973644837662 0.571223118009611
"gene-LOC134683207|LOC134683207" 11.4391613258007 0.187278356851341 0.268049538897438 0.242128838400126 0.457921787850794
"gene-LOC134691074|LOC134691074" 40.3537445793827 0.0345934368369477 0.128536193019733 0.765128010657435 0.878014875356955
"gene-LOC134725448|LOC134725448" 11.9041202238776 0.11946067629374 0.232467617147085 0.434286032554545 0.646113430318298
"gene-LOC134725095|LOC134725095" 584.901911291471 -0.368746339306502 0.213583151653298 0.0263522635952111 0.101713063084652
"gene-LOC134697362|LOC134697362" 8.12692396602489 0.194183615376538 0.304710694326058 0.201435538055942 0.406494017443825
"gene-LOC134719480|LOC134719480" 27.1958681354268 -0.189170432024755 0.397824460392389 2.77614291459555e-09 7.78708087544053e-07
"gene-LOC134715300|LOC134715300" 16.705634019898 0.0868531810845495 0.282521760092056 0.443375235066262 0.653804505648277
"gene-LOC134680880|LOC134680880" 13.6436265403022 0.537651153446863 0.436279563836208 0.0224955610591672 0.0915003495842199
"gene-LOC134682079|LOC134682079" 32.0417188360114 0.448107269211542 0.386963343155256 0.0357611420847819 0.12542233848189
"gene-LOC134690923|LOC134690923" 93.6549342022314 0.0933170934526732 0.135530980406526 0.434605778069357 0.646457258710957
"gene-LOC134707468|LOC134707468" 9.01646225317595 0.162818734642645 0.307567446211838 0.225927515025392 0.437284863874783
"gene-LOC134727934|LOC134727934" 18.2704565504268 0.339143115904291 0.453390755347752 0.057589239840332 0.175731517219892
"gene-LOC134712069|LOC134712069" 22.1682129135508 0.220292945560754 0.363811875366223 0.106853108378265 0.265603176347202
"gene-LOC134715471|LOC134715471" 22.6402818984496 0.0334627539448969 0.174528804048842 0.812038704343655 0.905119711260626
"gene-LOC134725168|LOC134725168" 21.2691657930735 1.26274722936245 0.285826600218735 6.34402391853527e-07 2.31334832189389e-05
"gene-LOC134715042|LOC134715042" 13.8159840588302 -0.0787689729499009 0.290423462588858 0.399600687565442 0.615609971228465
"gene-LOC134703116|LOC134703116" 89.2971723072661 0.130262590346677 0.100634840664981 0.166874993665374 0.358791075708011
"gene-LOC134706624|LOC134706624" 9.45061616174791 0.205928300014208 0.318345201021773 0.174615496177164 0.369290924265074
"gene-LOC134711335|LOC134711335" 27.8379523822737 0.0716247918887331 0.172557712646095 0.609442008511506 0.780175630695877
"gene-LOC134717773|LOC134717773" 178.486726143227 0.022303673391499 0.124409404232348 0.844252001969361 0.923661843738756
"gene-LOC134711399|LOC134711399" 36.2805425390042 0.186403147410221 0.323651172528369 0.17781332885613 0.373177728733168
"gene-LOC134690738|LOC134690738" 30.9325550251692 -0.108534955249123 0.18320320776599 0.452272831608561 0.660715712554703
"gene-LOC134681724|LOC134681724" 83.8129132006232 0.0217518034603653 0.102983311632179 0.822370193179662 0.912027152041052
"gene-LOC134718434|LOC134718434" 49.1570789508177 -0.253186941199713 0.199803383790623 0.102658340547429 0.259067971987307
"gene-LOC134716152|LOC134716152" 16.9166997102586 0.154742562739657 0.229048947191167 0.32185021614093 0.539846740183027
"gene-LOC134682152|LOC134682152" 1397.07214996452 0.220767508413602 0.26247522182497 0.186605790184826 0.386515995865261
"gene-LOC134706781|LOC134706781" 30.6335001596632 -0.00811289037755665 0.140991088204488 0.946847324360101 0.972965233419228
"gene-LOC134694717|LOC134694717" 53.7265727381662 -0.119464849942416 0.33064807482141 0.000147532175854048 0.00193169148743909
"gene-LOC134685123|LOC134685123" 75.7623268525297 0.452244868190592 0.237243458335587 0.0127291933673755 0.0603209923510522
